student_number,student_id,rdm_condition,condition_assignment,initial_school_id,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,LevelTested,ScaleScore,PerformanceLevel,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,userID,xref,o_total_multimedia_tasks,o_total_multiple_choice_tasks,o_total_goal_state_tasks,o_total_canvas_tasks,o_total_line_it_up_tasks,o_total_hot_spot_tasks,o_game_best_step,o_completed_best_step,o_worlds_attempted,o_worlds_cleared,o_worlds_completed,o_avg_time_session,o_avg_problem_session,o_avg_completion_session,o_seen,o_tried,o_num_visit,o_total_autogradable,o_distinct_completed,o_percentage_completed,o_total_completed,o_total_finished,o_total_correct,o_first_completed,o_percent_first_completed,o_total_goback,o_avg_gobacks,o_percent_gobacks,o_distinct_reset,o_total_reset,o_avg_resets,o_percentage_reset,o_num_attempts,o_avg_attempts,o_percent_attempts_completed,o_use_hint,o_percentage_hint,o_clover_highest,o_avg_clover_highest,o_clover_first,o_avg_clover_first,o_clover_last,o_avg_clover_last,o_time_interaction,o_time_interaction_in_min,o_avg_time_problem_in_min,o_avg_time_per_step,o_time_first,o_avg_time_first,o_avg_time_interaction_first,o_avg_time_interaction_first_percent,o_time_last,o_avg_time_last,o_avg_time_interaction_last,o_avg_time_interaction_last_percent,o_interaction_step_first,o_percent_interaction_step_first,o_interaction_step_last,o_percent_interaction_step_last,o_user_total_step,o_user_step_first,o_avg_first_efficiency,o_avg_first_more_step,o_user_last_step,o_avg_last_efficiency,o_avg_last_more_step,o_error,o_percent_error,o_total_error,o_avg_total_error,o_first_error,o_avg_first_error,o_last_error,o_avg_last_error,o_keypad_error,o_first_keypad_error,o_last_keypad_error,o_shaking_error,o_first_shaking_error,o_last_shaking_error,o_snapping_error,o_first_snapping_error,o_last_snapping_error
119843,F7S0602-410,FH2T,FH2T,S06,F7T0602,F7T0602-7,97,S06,F7T0602,F7T0602-7,97,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,470,Beginning Learner,0,0,0,0,1,0,1,0,0,0,,,0,0,1,0,179,0,1,CUMMING,,,179,1,1,0,100,1,3.3,174.7,1.42,1,OMS,,,178,1,0.98,0.01,98.15,2441,ac225220-cf6b-0138-7e9d-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,100,3.00,2.00,1.00,1440034.33,14.33,14.33,44.00,43.00,49.00,252.00,43.00,0.17,43.00,43.00,43.00,28.00,0.65,0.00,N/A,0,13.00,21.00,0.48,0.30,71.00,1.61,0.61,5.00,0.11,101.00,2.3,71.00,1.61,101.00,2.3,4320104.00,72.00,1.64,21493.05,3157120.00,73421.4,12336.3,0.39,1504779.00,34994.86,7428.09,0.31,29.00,0.67,28.00,0.65,201.00,0.00,0.85,0.54,142.00,0.79,0.98,27.00,0.61,289.00,6.57,228.00,5.18,74.00,1.72,181.00,136.00,21.00,52.00,44.00,28.00,55.00,47.00,25.00
119897,F7S0602-411,FH2T,FH2T,S06,F7T0602,F7T0602-8,98,S06,F7T0602,F7T0602-8,98,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,477,Developing Learner,0,0,0,0,1,0,0,0,0,0,,,0,1,1,0,179,0,1,CUMMING,,,179,1,1,0,100,1,0.94,177.06,0,1,OMS,,,178,1,0.99,0,99.47,2200,ac5a0550-cf6b-0138-7e9f-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,221,7.00,6.00,1.00,1312467.6,22.75,18.2,94.00,93.00,100.00,252.00,91.00,0.36,91.00,91.00,91.00,64.00,0.7,0.00,N/A,0,28.00,76.00,0.81,0.30,180.00,1.91,0.51,15.00,0.16,253.00,2.69,181.00,1.93,253.00,2.69,6562340.00,109.37,1.16,14112.56,3355837.50,36084.27,18631.12,0.6,2956666.00,32490.84,13981.44,0.48,72.00,0.77,69.00,0.76,465.00,0.00,0.93,0.19,246.00,0.92,0.27,41.00,0.44,209.00,2.22,95.00,1.01,81.00,0.89,27.00,12.00,7.00,60.00,31.00,24.00,122.00,52.00,50.00
117930,F7S0602-303,FH2T,FH2T,S06,F7T0602,F7T0602-8,98,S06,F7T0602,F7T0602-8,98,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,446,Beginning Learner,0,0,0,0,1,0,1,0,0,0,,,0,0,1,13,166,7,1,CUMMING,,,179,1,0.93,0.04,92.74,1,4.2,173.8,1.88,1,OMS,,,178,1,0.98,0.01,97.64,2999,a75197b1-cf6b-0138-7e78-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,59,2.00,1.00,1.00,1190587.5,15,11.25,27.00,26.00,56.00,252.00,26.00,0.10,45.00,26.00,26.00,12.00,0.46,13.00,N/A,0.5,16.00,69.00,2.56,0.59,127.00,4.7,0.35,2.00,0.07,75.00,2.78,32.00,1.19,75.00,2.78,4762351.00,79.37,2.94,21260.5,961037.00,36962.96,15706.65,0.47,648250.00,24932.69,7030.77,0.31,18.00,0.69,21.00,0.81,224.00,0.00,0.84,0.42,63.00,0.96,0.15,20.00,0.74,201.00,7.44,39.00,1.44,23.00,0.88,121.00,3.00,10.00,59.00,25.00,10.00,21.00,11.00,3.00
151758,F7S0602-804,FH2T,FH2T,S06,F7T0602,F7T0602-9,99,S06,F7T0602,F7T0602-9,99,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,483,Developing Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7,172,7,1,WHITLOW,,,179,1,0.96,0.04,96.09,1,3.58,172.42,1.95,1,OMS,,,176,0.99,0.97,0.01,97.97,2478,b2ce4150-cf6b-0138-7ed4-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,129,3.00,3.00,2.00,1263810.92,10,10,50.00,50.00,67.00,252.00,50.00,0.20,60.00,50.00,50.00,31.00,0.62,10.00,N/A,0.2,17.00,42.00,0.84,0.34,112.00,2.24,0.54,11.00,0.22,138.00,2.76,85.00,1.7,137.00,2.74,7582868.00,126.38,2.53,30950.48,2930573.00,58611.46,19802.32,0.49,3010626.00,60212.52,11645.72,0.34,32.00,0.64,37.00,0.74,245.00,0.00,0.9,0.32,144.00,0.91,0.3,28.00,0.56,209.00,4.18,76.00,1.52,73.00,1.46,132.00,44.00,50.00,37.00,13.00,13.00,39.00,19.00,9.00
131922,F7S0602-511,FH2T,FH2T,S06,F7T0602,F7T0602-9,99,S06,F7T0602,F7T0602-9,99,Mathematics,INPERSON,1,6,N,1,0,Grade 5,477,Developing Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,9,170,4,1,WHITLOW,,,179,1,0.95,0.02,94.97,1,4.07,173.93,4.07,1,OMS,,,178,1,0.98,0.02,97.71,2472,af9e4941-cf6b-0138-7eb9-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,175,4.00,4.00,4.00,1559614.5,12,12,73.00,72.00,78.00,252.00,72.00,0.29,72.00,72.00,72.00,52.00,0.72,0.00,N/A,0,20.00,44.00,0.6,0.27,125.00,1.71,0.58,10.00,0.14,174.00,2.38,129.00,1.77,174.00,2.38,9357689.50,155.96,2.14,19617.8,5210634.00,72369.92,17267.68,0.42,3703068.00,51431.5,12193.18,0.34,56.00,0.78,56.00,0.78,477.00,0.00,0.83,0.96,255.00,0.81,1.11,34.00,0.47,357.00,4.89,187.00,2.56,130.00,1.81,235.00,122.00,84.00,55.00,25.00,17.00,67.00,40.00,29.00
114122,F7S0602-109,FH2T,FH2T,S06,F7T0602,F7T0602-10,910,S06,F7T0602,F7T0602-10,910,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,462,Beginning Learner,0,0,0,0,1,0,1,0,0,0,,,0,0,1,9,170,4,1,SAWNEE,,,179,1,0.95,0.02,94.97,1,7.75,170.25,4.93,1,OMS,,,178,1,0.96,0.03,95.65,2293,a3da82a0-cf6b-0138-7e5b-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,75,3.00,1.00,0.00,1329568.5,18,9,35.00,34.00,53.00,252.00,32.00,0.13,36.00,32.00,32.00,26.00,0.81,4.00,N/A,0.13,8.00,34.00,0.97,0.23,87.00,2.49,0.41,4.00,0.11,95.00,2.71,75.00,2.14,95.00,2.71,5318275.50,88.64,2.53,24968.43,1230487.00,36190.79,12696.06,0.46,872679.00,27271.22,9728.53,0.42,18.00,0.53,15.00,0.47,213.00,0.00,0.96,0.12,76.00,0.98,0.03,23.00,0.66,114.00,3.26,40.00,1.14,35.00,1.09,52.00,9.00,6.00,35.00,19.00,17.00,27.00,12.00,12.00
113824,F7S0602-107,FH2T,FH2T,S06,F7T0602,F7T0602-10,910,S06,F7T0602,F7T0602-10,910,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,466,Beginning Learner,1,0,0,0,1,0,0,0,0,0,,,0,1,1,4,175,1,1,WHITLOW,,,179,1,0.98,0.01,97.77,1,6.58,171.42,0.94,1,OMS,,,178,1,0.96,0.01,96.3,2298,a366d650-cf6b-0138-7e58-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,102,4.00,3.00,0.00,1099730.2,13.5,10.8,50.00,50.00,65.00,252.00,48.00,0.19,54.00,48.00,48.00,30.00,0.63,6.00,N/A,0.13,20.00,65.00,1.3,0.40,130.00,2.6,0.42,8.00,0.16,129.00,2.58,82.00,1.64,127.00,2.54,5498653.00,91.64,1.83,20907.43,2264020.00,45280.4,14850.98,0.44,2023627.00,42158.9,15338.77,0.37,28.00,0.56,32.00,0.67,263.00,0.00,0.89,0.4,123.00,0.88,0.44,35.00,0.70,330.00,6.6,138.00,2.76,72.00,1.5,177.00,60.00,28.00,85.00,55.00,27.00,67.00,23.00,17.00
117189,F7S0602-208,FH2T,FH2T,S06,F7T0602,F7T0602-10,910,S06,F7T0602,F7T0602-10,910,Mathematics,INPERSON,1,6,N,0,1,Grade 5,534,Proficient Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,6,173,6,1,CUMMING,,,179,1,0.97,0.03,96.65,1,5.01,172.99,0.07,1,OMS,,,178,1,0.97,0,97.19,2991,a5eb95e0-cf6b-0138-7e6d-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,130,4.00,3.00,1.00,1461030.83,27.33,27.33,59.00,59.00,88.00,252.00,57.00,0.23,82.00,57.00,57.00,45.00,0.79,16.00,N/A,0.28,14.00,33.00,0.56,0.24,123.00,2.08,0.67,13.00,0.22,165.00,2.8,128.00,2.17,165.00,2.8,4383092.50,73.05,1.24,15433.42,2326887.00,39438.76,20986.49,0.57,1497635.00,26274.3,14694.93,0.49,50.00,0.85,51.00,0.89,284.00,0.00,0.94,0.2,137.00,0.97,0.12,19.00,0.32,65.00,1.1,42.00,0.71,26.00,0.46,16.00,9.00,4.00,18.00,14.00,6.00,31.00,19.00,16.00
117803,F7S0104-106,FH2T,FH2T,S01,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,497,Developing Learner,1,0,0,0,1,0,0,1,0,0,,,0,0,1,1.84,177.16,1.84,1,BRANDYWYNE,,,179,1,0.99,0.01,98.97,1,0.85,177.15,0.85,1,DMS,,,178,1,1,0,99.52,1836,91046151-cf6a-0138-76f6-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,209,7.00,6.00,0.00,1556632,15.5,13.29,87.00,87.00,109.00,252.00,87.00,0.35,93.00,87.00,87.00,53.00,0.61,5.00,N/A,0.06,36.00,115.00,1.32,0.41,230.00,2.64,0.4,24.00,0.28,238.00,2.74,146.00,1.68,237.00,2.72,10896426.00,181.61,2.09,13223.82,2871377.50,33004.34,12592.76,0.45,2905971.00,33401.97,8955.83,0.33,58.00,0.67,66.00,0.76,824.00,0.00,0.93,0.34,240.00,0.91,0.36,46.00,0.53,840.00,9.66,178.00,2.05,145.00,1.67,269.00,25.00,81.00,408.00,94.00,28.00,162.00,58.00,36.00
161844,F7S0104-404,FH2T,FH2T,S01,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.45,177.55,0.22,1,DMS,,,178,1,1,0,99.75,2912,9adc8591-cf6a-0138-7726-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,202,6.00,5.00,2.00,1075174.92,16.83,16.83,89.00,89.00,111.00,252.00,87.00,0.35,101.00,87.00,87.00,71.00,0.82,14.00,N/A,0.16,19.00,38.00,0.43,0.21,154.00,1.73,0.66,2.00,0.02,232.00,2.61,196.00,2.2,228.00,2.56,6451052.50,107.52,1.21,14967.64,3302535.00,37107.13,22081.12,0.57,3197890.00,36757.36,16815.38,0.48,63.00,0.71,63.00,0.72,431.00,0.00,0.92,0.3,264.00,0.87,0.71,43.00,0.48,273.00,3.07,131.00,1.47,93.00,1.07,23.00,16.00,10.00,138.00,71.00,47.00,110.00,43.00,36.00
132867,F7S0104-215,FH2T,FH2T,S01,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,531,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,11.04,167.96,7.36,1,BRANDYWYNE,,,179,1,0.94,0.04,93.83,1,7.36,170.64,4.76,1,DMS,,,178,1,0.96,0.03,95.87,1837,966c3321-cf6a-0138-7710-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,255,7.00,6.00,2.00,1497018.43,19.71,19.71,107.00,107.00,176.00,252.00,102.00,0.40,138.00,102.00,102.00,77.00,0.75,31.00,N/A,0.3,31.00,65.00,0.61,0.29,249.00,2.33,0.55,2.00,0.02,296.00,2.77,217.00,2.03,296.00,2.77,10479131.00,174.65,1.63,18192.94,4868772.00,45502.54,16537.81,0.5,3372605.00,33064.75,11836.19,0.42,80.00,0.75,84.00,0.82,576.00,0.00,0.95,0.19,273.00,0.98,0.18,47.00,0.44,209.00,1.95,106.00,0.99,65.00,0.64,42.00,26.00,16.00,56.00,25.00,18.00,111.00,55.00,31.00
141908,F7S0104-220,FH2T,FH2T,S01,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,6,N,0,1,Grade 5,519,Developing Learner,1,0,0,0,0,0,0,1,0,0,,,0,0,1,7.36,171.64,5.52,1,BRANDYWYNE,,,179,1,0.96,0.03,95.89,,,,,,,,,,,,,,1829,97948681-cf6a-0138-7715-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,282,8.00,7.00,2.00,1302540.88,15.5,15.5,113.00,110.00,141.00,252.00,109.00,0.43,124.00,109.00,109.00,84.00,0.77,12.00,N/A,0.11,33.00,100.00,0.88,0.29,242.00,2.14,0.51,9.00,0.08,306.00,2.71,233.00,2.06,305.00,2.7,10420330.50,173.67,1.54,15812.34,5395785.00,49052.59,25656.83,0.52,3684374.00,33801.6,14544.61,0.4,82.00,0.75,81.00,0.74,659.00,0.00,0.93,0.31,312.00,0.94,0.28,64.00,0.57,426.00,3.77,196.00,1.73,140.00,1.28,58.00,35.00,12.00,247.00,110.00,70.00,121.00,51.00,58.00
118811,F7S0104-206,FH2T,FH2T,S01,F7T0104,F7T0104-1,21,S01,F7T0104,F7T0104-1,21,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,519,Developing Learner,0,0,0,0,1,0,0,0,0,0,,,0,0,1,7.36,171.64,2.76,1,BRANDYWYNE,,,179,1,0.96,0.02,95.89,1,11.84,166.16,8.03,1,DMS,,,178,1,0.93,0.05,93.35,2168,944cae70-cf6a-0138-7705-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,137,4.00,4.00,1.00,1501883,19,19,66.00,66.00,92.00,252.00,63.00,0.25,76.00,63.00,63.00,43.00,0.68,9.00,N/A,0.14,24.00,59.00,0.89,0.36,153.00,2.32,0.5,8.00,0.12,184.00,2.79,124.00,1.88,184.00,2.79,6007533.50,100.13,1.52,19193.4,2907897.00,44059.05,17190.68,0.52,1575479.00,25007.6,10103.81,0.43,52.00,0.79,53.00,0.84,313.00,0.00,0.95,0.14,143.00,0.97,0.1,32.00,0.48,307.00,4.65,105.00,1.59,35.00,0.56,112.00,32.00,9.00,97.00,34.00,9.00,94.00,37.00,17.00
137143,F7S0104-218,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0107,F7T0107-1,47,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,454,Beginning Learner,0,0,0,0,1,0,0,0,0,0,,,0,0,1,6.44,172.56,2.76,1,BRANDYWYNE,,,179,1,0.96,0.02,96.4,1,5.76,172.24,1.7,1,DMS,,,178,1,0.97,0.01,96.76,2688,97208f01-cf6a-0138-7713-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,287,7.00,6.00,6.00,1293423.17,12.22,12.22,111.00,111.00,146.00,252.00,110.00,0.44,110.00,110.00,110.00,66.00,0.6,0.00,N/A,0,43.00,138.00,1.24,0.39,288.00,2.59,0.38,4.00,0.04,277.00,2.5,181.00,1.63,277.00,2.5,11640811.50,194.01,1.75,14442.69,5056979.50,45558.37,17615.46,0.49,4851204.00,44101.85,14364.49,0.37,67.00,0.6,78.00,0.71,806.00,0.00,0.93,0.45,385.00,0.85,0.89,64.00,0.58,572.00,5.15,301.00,2.71,213.00,1.94,169.00,104.00,54.00,230.00,115.00,75.00,173.00,82.00,84.00
118064,F7S0104-110,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,488,Developing Learner,0,0,0,0,1,0,0,0,0,0,,,0,0,1,0,179,0,1,BRANDYWYNE,,,179,1,1,0,100,1,5.56,172.44,5.56,1,DMS,,,178,1,0.97,0.03,96.88,1884,91fc7cf1-cf6a-0138-76fa-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,229,7.00,6.00,1.00,1434553,21,13.13,97.00,96.00,139.00,252.00,92.00,0.37,105.00,92.00,92.00,71.00,0.77,8.00,N/A,0.09,27.00,97.00,1,0.28,241.00,2.48,0.44,58.00,0.60,255.00,2.63,194.00,2,255.00,2.63,11476427.00,191.27,1.97,16255.56,3384117.00,35251.22,16632.46,0.47,2438415.00,26504.51,7848.85,0.36,76.00,0.79,70.00,0.76,706.00,0.00,0.91,0.37,261.00,0.93,0.35,49.00,0.51,441.00,4.55,167.00,1.72,84.00,0.91,108.00,29.00,11.00,238.00,101.00,38.00,95.00,37.00,35.00
118127,F7S0104-112,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0107,F7T0107-1,47,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,446,Beginning Learner,0,0,0,0,1,0,0,0,0,0,,,0,0,1,3.68,175.32,1.84,1,BRANDYWYNE,,,179,1,0.98,0.01,97.94,1,4.44,173.56,4.34,1,DMS,,,178,1,0.98,0.02,97.51,2690,926e2a81-cf6a-0138-76fc-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,82,2.00,2.00,1.00,174254040,7.4,4.63,36.00,36.00,60.00,252.00,35.00,0.14,37.00,35.00,35.00,19.00,0.54,2.00,N/A,0.06,16.00,50.00,1.39,0.44,110.00,3.06,0.34,3.00,0.08,87.00,2.42,47.00,1.31,86.00,2.39,8958240.00,149.30,4.15,44129.26,3347364.00,92982.33,30745.28,0.47,2630990.00,75171.14,20523.6,0.31,32.00,0.89,29.00,0.83,203.00,0.00,0.8,0.84,108.00,0.81,0.74,18.00,0.50,57.00,1.58,26.00,0.72,28.00,0.8,12.00,5.00,9.00,23.00,10.00,8.00,22.00,11.00,11.00
137584,F7S0104-219,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,509,Developing Learner,1,0,0,0,1,0,0,1,0,0,,,0,0,1,0,179,0,1,MIDWAY,,,179,1,1,0,100,1,0,178,0,1,DMS,,,178,1,1,0,100,2686,9757f2b1-cf6a-0138-7714-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,412,8.00,8.00,5.00,1283955.17,19.22,19.22,138.00,137.00,210.00,252.00,135.00,0.54,173.00,135.00,135.00,89.00,0.66,23.00,N/A,0.17,53.00,133.00,0.96,0.38,351.00,2.54,0.49,15.00,0.11,380.00,2.75,247.00,1.79,380.00,2.75,11555600.00,192.59,1.4,10572.37,4836051.50,35299.65,16831.68,0.46,3867090.00,28645.11,12437.4,0.36,103.00,0.75,110.00,0.81,1093.00,0.00,0.93,0.37,450.00,0.95,0.28,70.00,0.51,449.00,3.25,186.00,1.35,104.00,0.77,107.00,44.00,25.00,232.00,99.00,49.00,109.00,43.00,30.00
118807,F7S0104-205,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,547,Proficient Learner,0,0,0,0,1,0,0,1,0,0,,,0,0,1,0.92,178.08,0,1,BRANDYWYNE,,,179,1,0.99,0,99.49,1,0.78,177.22,0.78,1,DMS,,,178,1,1,0,99.56,1881,941523c1-cf6a-0138-7703-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,359,8.00,7.00,6.00,1373100.63,21.14,18.5,131.00,130.00,175.00,252.00,129.00,0.51,148.00,129.00,129.00,95.00,0.74,15.00,N/A,0.12,36.00,141.00,1.08,0.27,323.00,2.47,0.46,14.00,0.11,366.00,2.79,268.00,2.05,366.00,2.79,10984808.50,183.08,1.4,10227.94,4728200.50,36370.77,14859.83,0.42,4482087.00,34744.86,15356.19,0.36,78.00,0.6,84.00,0.65,1074.00,0.00,0.94,0.28,391.00,0.96,0.25,82.00,0.63,952.00,7.27,303.00,2.31,241.00,1.87,278.00,63.00,115.00,449.00,168.00,79.00,223.00,71.00,47.00
120319,F7S0104-209,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,6,N,1,0,Grade 5,551,Proficient Learner,1,0,0,0,0,0,0,1,0,0,,,0,0,1,1,178,0,1,SHILOH POINT,,,179,1,0.99,0,99.44,1,3.92,174.08,1.94,1,DMS,,,178,1,0.98,0.01,97.8,1883,94f9de60-cf6a-0138-7709-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,263,6.00,6.00,4.00,1402239.5,19.86,17.38,105.00,105.00,188.00,252.00,103.00,0.41,139.00,103.00,103.00,68.00,0.66,27.00,N/A,0.26,37.00,87.00,0.83,0.35,285.00,2.71,0.49,26.00,0.25,306.00,2.91,193.00,1.84,306.00,2.91,11217919.50,186.97,1.78,17500.65,4054943.50,38618.51,10826.89,0.42,2689265.00,26109.37,9546.56,0.34,66.00,0.63,74.00,0.72,641.00,0.00,0.96,0.16,265.00,1,0.02,63.00,0.60,406.00,3.87,153.00,1.46,79.00,0.77,160.00,73.00,11.00,64.00,26.00,14.00,182.00,54.00,54.00
118074,F7S0104-111,FH2T,FH2T,S01,F7T0104,F7T0104-2,22,S01,F7T0104,F7T0104-2,22,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,494,Developing Learner,1,0,0,0,1,0,0,1,0,0,,,0,0,1,11.04,167.96,6.44,1,BRANDYWYNE,,,179,1,0.94,0.04,93.83,1,6.63,171.37,2.66,1,DMS,,,178,1,0.96,0.01,96.28,1885,9234cb01-cf6a-0138-76fb-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,451,11.00,9.00,0.00,1490977.44,19.13,19.13,147.00,147.00,191.00,252.00,143.00,0.57,153.00,143.00,143.00,85.00,0.59,9.00,N/A,0.06,65.00,201.00,1.37,0.44,398.00,2.71,0.38,51.00,0.35,383.00,2.61,241.00,1.64,383.00,2.61,11901758.00,198.36,1.35,10216.1,4194786.00,28535.96,9791.1,0.44,3458268.00,24183.69,5455.5,0.3,106.00,0.72,110.00,0.77,1165.00,0.00,0.95,0.19,526.00,0.93,0.52,77.00,0.52,448.00,3.05,148.00,1.01,137.00,0.96,91.00,42.00,31.00,192.00,51.00,61.00,163.00,55.00,45.00
121551,F7S0104-212,FH2T,FH2T,S01,F7T0104,F7T0104-3,26,S01,F7T0104,F7T0104-3,26,Mathematics,INPERSON,1,6,N,0,1,Grade 5,527,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,11.96,167.04,3.68,1,BRANDYWYNE,,,179,1,0.93,0.02,93.32,1,8.76,169.24,2.01,1,DMS,,,178,1,0.95,0.01,95.08,1856,95bba7d0-cf6a-0138-770d-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,305,8.00,6.00,1.00,1461443.92,18.67,18.67,113.00,112.00,144.00,252.00,107.00,0.42,112.00,107.00,107.00,72.00,0.67,5.00,N/A,0.05,37.00,112.00,0.99,0.33,260.00,2.3,0.43,5.00,0.04,288.00,2.55,200.00,1.77,288.00,2.55,8768665.50,146.14,1.29,10231.82,3869159.50,34546.07,14857.34,0.47,2818070.00,26337.1,8593.18,0.36,82.00,0.73,80.00,0.75,857.00,0.00,0.92,0.32,370.00,0.91,0.61,59.00,0.52,475.00,4.2,189.00,1.67,150.00,1.4,82.00,25.00,33.00,244.00,112.00,65.00,149.00,52.00,52.00
160916,F7S0104-403,FH2T,FH2T,S01,F7T0104,F7T0104-3,26,S01,F7T0104,F7T0104-3,26,Mathematics,INPERSON,1,6,N,0,1,Grade 5,481,Developing Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,18,0,1,BRANDYWYNE,,,18,0.1,0.1,0,100,1,3.54,174.46,2.69,1,DMS,,,178,1,0.98,0.02,98.01,1857,9a928441-cf6a-0138-7725-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,242,7.00,5.00,1.00,1398157.44,13.57,11.88,98.00,98.00,144.00,252.00,95.00,0.38,95.00,95.00,95.00,69.00,0.73,0.00,N/A,0,24.00,89.00,0.91,0.24,237.00,2.42,0.4,6.00,0.06,230.00,2.35,177.00,1.81,230.00,2.35,11185262.50,186.42,1.9,14678.82,3601552.00,36750.53,8871.96,0.36,4389439.00,46204.62,9482.97,0.3,62.00,0.63,61.00,0.64,762.00,0.00,0.85,0.78,353.00,0.81,1.17,65.00,0.66,742.00,7.57,234.00,2.39,251.00,2.64,214.00,45.00,73.00,277.00,96.00,90.00,249.00,93.00,88.00
